player_name,predictor_season,team_fg,power_skill_score,contact_skill_score,speed_skill_score,breakout_score
Andruw Monasterio,2023,MIL,-0.8478,0.2124,0.0,-0.6125
Steven Kwan,2022,CLE,-1.6211,2.1274,0.0,-0.6136
Yan Gomes,2022,CHC,-1.2506,0.9255,0.0,-0.622
Kevin Newman,2023,CIN,-1.5445,1.5652,0.0,-0.6287
Harrison Bader,2022,- - -,-1.1839,0.495,0.0,-0.6349
Jake McCarthy,2022,ARI,-0.8445,-0.2839,0.0,-0.6363
Jackie Bradley Jr.,2022,- - -,-0.8102,-0.554,0.0,-0.6373
Blake Perkins,2024,MIL,-0.8903,-0.4747,0.0,-0.6376
Josh Harrison,2022,CHW,-1.0796,0.6657,0.0,-0.6405
Nolan Schanuel,2024,LAA,-1.3755,1.0538,0.0,-0.6485
Dylan Carlson,2022,STL,-0.9296,0.0202,0.0,-0.6579
Chris Taylor,2022,LAD,-0.002,-2.7412,0.0,-0.6641
Brice Turang,2023,MIL,-1.3491,0.4553,0.0,-0.6653
Will Brennan,2023,CLE,-1.5457,1.3401,0.0,-0.6734
Andres Gimenez,2023,CLE,-1.0644,0.3459,0.0,-0.6915
TJ Friedl,2023,CIN,-1.2858,1.0048,0.0,-0.6916
Max Schuemann,2024,OAK,-0.7244,-0.6956,0.0,-0.7041
Ben Rortvedt,2024,TBR,-1.0504,-0.5896,0.0,-0.7043
Stuart Fairchild,2023,CIN,-0.6124,-1.1983,0.0,-0.7062
Oswaldo Cabrera,2023,NYY,-1.1535,0.1876,0.0,-0.71
Jacob Young,2024,WSN,-1.5869,0.5734,0.0,-0.715
Tyler Fitzgerald,2024,SFG,-0.3949,-1.5178,0.0,-0.7184
Jake Fraley,2024,CIN,-1.3395,0.3596,0.0,-0.7232
Joey Loperfido,2024,- - -,-0.7387,-1.938,0.0,-0.7459
Santiago Espinal,2023,TOR,-1.5888,1.1737,0.0,-0.7517
Santiago Espinal,2024,CIN,-1.5548,1.4529,0.0,-0.7521
Jake Meyers,2023,HOU,-0.882,-0.4622,0.0,-0.7614
Myles Straw,2022,CLE,-1.6889,1.4359,0.0,-0.7621
Francisco Mejia,2022,TBR,-1.1219,0.081,0.0,-0.7633
Jose Caballero,2024,TBR,-1.0097,-0.6716,0.0,-0.7751
Jake McCarthy,2024,ARI,-1.5645,1.1517,0.0,-0.7779
Ozzie Albies,2022,ATL,-0.8842,0.4629,0.0,-0.7834
Taylor Walls,2022,TBR,-0.9055,-0.7177,0.0,-0.8219
Eddie Rosario,2022,ATL,-0.7368,-0.7891,0.0,-0.823
Adam Frazier,2022,SEA,-1.7185,1.55,0.0,-0.8274
Jake McCarthy,2023,ARI,-1.5474,0.628,0.0,-0.8298
Nick Allen,2023,OAK,-1.7401,1.0545,0.0,-0.8307
Nicky Lopez,2022,KCR,-1.6914,1.1783,0.0,-0.834
Brayan Rocchio,2024,CLE,-1.2626,0.2401,0.0,-0.8342
Christian Vazquez,2023,MIN,-1.3223,-0.3,0.0,-0.8376
Sal Frelick,2024,MIL,-1.9056,1.4691,0.0,-0.8389
Garrett Hampson,2023,MIA,-1.2606,-0.4639,0.0,-0.8485
Jose Caballero,2023,SEA,-1.3919,0.1943,0.0,-0.8489
Robbie Grossman,2022,- - -,-1.1625,-0.5538,0.0,-0.8493
Kevin Kiermaier,2023,TOR,-1.2596,-0.3019,0.0,-0.8531
Adam Frazier,2024,KCR,-1.5166,0.54,0.0,-0.8824
Paul DeJong,2023,- - -,-0.8563,-1.3101,0.0,-0.8827
Adam Frazier,2023,BAL,-1.4841,1.0693,0.0,-0.8852
Victor Robles,2022,WSN,-1.1748,-0.6978,0.0,-0.8935
Josh Rojas,2023,- - -,-1.3225,0.0082,0.0,-0.9132
Josh Smith,2022,TEX,-1.3449,0.1753,0.0,-0.9145
Steven Kwan,2023,CLE,-1.9159,2.0,0.0,-0.9274
Whit Merrifield,2023,TOR,-1.6405,0.7747,0.0,-0.9326
Kevin Newman,2024,ARI,-1.7599,1.1052,0.0,-0.9619
Nicky Lopez,2023,- - -,-1.6924,0.7059,0.0,-0.9694
Geraldo Perdomo,2022,ARI,-1.7076,0.3535,0.0,-0.9715
Tucker Barnhart,2022,DET,-1.7195,0.0519,0.0,-0.9859
Xavier Edwards,2024,MIA,-1.8588,0.8089,0.0,-1.0497
Taylor Walls,2023,TBR,-1.3932,-0.609,0.0,-1.0534
Geraldo Perdomo,2023,ARI,-1.8777,1.0125,0.0,-1.0834
Austin Hedges,2022,CLE,-1.394,-0.383,0.0,-1.1053
Omar Narvaez,2022,MIL,-1.5359,0.2072,0.0,-1.1066
Dylan Carlson,2024,- - -,-1.2928,-1.3125,0.0,-1.1329
Taylor Walls,2024,TBR,-1.4191,-0.587,0.0,-1.1334
Tony Kemp,2022,OAK,-1.9794,1.6288,0.0,-1.1788
Nick Allen,2022,OAK,-1.9287,0.275,0.0,-1.2576
